Weight,Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (cm-3),Num coags,silica,Number of Si atoms,Number of O atoms,Number of OH atoms,Number of primaries,Avg. primary diameter,Avg. Sintering Level
17366.2,36.6234,78.1843,78.1843,1.31434e-10,2.57201e-17,5.65843e-17,0.727332,5.25188e-06,739,511169,9506,18639.9,1319.52,58,7.686,0.0839411
19203.3,35.2395,79.8118,79.8118,1.32974e-10,2.29133e-17,5.04092e-17,0.727332,5.80744e-06,891,458943,9192.07,17458.2,1459.09,54,7.89236,0.0391898
4435.7,57.4569,163.57,163.57,4.98171e-10,9.93175e-17,2.18499e-16,0.727332,1.34144e-06,1754,1.99667e+06,10499.8,20149.8,1454.49,205,8.67733,0.0464739
17822.5,36.0229,85.5832,85.5832,1.49287e-10,2.44757e-17,5.38465e-17,0.727332,5.38988e-06,933,490940,5524.52,10758.3,621.75,96,4.469,0.0699606
6255.73,51.4208,122.05,122.05,3.03756e-10,7.11895e-17,1.56617e-16,0.727332,1.89185e-06,266,1.4261e+06,8082.53,15444.1,1318.39,190,6.85993,0.120475
7546,48.0966,114.995,114.995,2.68673e-10,5.82564e-17,1.28164e-16,0.727332,2.28206e-06,64,1.1739e+06,10359.3,19697.8,1569.32,122,8.63094,0.0862576
9534.77,44.6902,109.416,109.416,2.40368e-10,4.67344e-17,1.02816e-16,0.727332,2.8835e-06,688,927887,10307.5,20113.7,1597.52,97,8.47046,0.0554642
9399.84,44.8065,99.8574,99.8574,2.09841e-10,4.71002e-17,1.03621e-16,0.727332,2.84269e-06,1538,946029,7168.11,13666,1151.48,142,6.20427,0.134711
18508.7,35.3452,75.5307,75.5307,1.22603e-10,2.31202e-17,5.08645e-17,0.727332,5.59738e-06,665,471017,11507.1,21985,1257.93,44,8.97345,0.0514272
6732.07,50.0291,125.219,125.219,3.11363e-10,6.55642e-17,1.44241e-16,0.727332,2.03591e-06,1075,1.31304e+06,10179.2,19390.8,1701.47,139,8.68109,0.0737237
7090.69,49.2388,124.282,124.282,3.05433e-10,6.25061e-17,1.37513e-16,0.727332,2.14436e-06,590,1.24841e+06,8702.77,16688.6,1350.49,155,7.34049,0.0776709
6858.06,49.7958,125.649,125.649,3.12238e-10,6.46514e-17,1.42233e-16,0.727332,2.07401e-06,915,1.2881e+06,8032.91,15452.4,1316.6,173,7.03486,0.0853362
6247.63,51.3811,142.633,142.633,3.83604e-10,7.10249e-17,1.56255e-16,0.727332,1.88941e-06,924,1.41145e+06,9417.18,18232.6,1457.81,162,8.01218,0.0401301
3363.53,62.8942,184.456,184.456,6.24156e-10,1.30266e-16,2.86586e-16,0.727332,1.0172e-06,1078,2.62876e+06,11079.2,21183.2,1580.45,255,8.95221,0.0491594
11867.5,41.4524,100.347,100.347,2.03322e-10,3.72949e-17,8.20488e-17,0.727332,3.58896e-06,1464,745190,9656.67,18757,1419.13,83,8.20078,0.0470347
8400.91,46.3895,109.733,109.733,2.45962e-10,5.22707e-17,1.14996e-16,0.727332,2.5406e-06,1050,1.06224e+06,11172.6,20888.5,1829.1,102,9.17798,0.0774078
36510.7,28.9327,54.294,54.294,6.7604e-11,1.26813e-17,2.78989e-17,0.727332,1.10415e-05,238,247702,10760.1,20660.4,2319.52,25,9.21864,0.0714414
7107.4,49.0992,133.332,133.332,3.38913e-10,6.19758e-17,1.36347e-16,0.727332,2.14941e-06,1541,1.23947e+06,9694.12,18685.8,1405.92,138,8.09127,0.0371405
7676.25,48.0582,121.134,121.134,2.90359e-10,5.81169e-17,1.27857e-16,0.727332,2.32145e-06,965,1.16747e+06,11008.4,20704,2066.63,114,9.06311,0.0549962
13407.2,39.8395,85.5124,85.5124,1.56802e-10,3.31087e-17,7.28391e-17,0.727332,4.05459e-06,1554,666287,6776.8,12733.2,1167.86,106,5.90727,0.135287
5163.77,54.8013,149.02,149.02,4.23072e-10,8.6173e-17,1.89581e-16,0.727332,1.56162e-06,1715,1.70696e+06,10800.4,21024.5,1651.66,171,8.86269,0.0522568
9245.82,45.0267,114.537,114.537,2.58406e-10,4.77979e-17,1.05155e-16,0.727332,2.79612e-06,1041,954334,9791.36,19173.2,1263.44,105,7.97021,0.0437991
21337.9,34.081,73.9442,73.9442,1.16617e-10,2.07269e-17,4.55992e-17,0.727332,6.45299e-06,1440,420621,11028.1,20426.9,1962.51,41,9.08801,0.032252
5130.4,54.7431,158.301,158.301,4.62958e-10,8.5899e-17,1.88978e-16,0.727332,1.55153e-06,961,1.72011e+06,10687.9,20446.5,1581.53,174,8.784,0.0295271
8243.54,46.8344,118.937,118.937,2.78874e-10,5.3789e-17,1.18336e-16,0.727332,2.49301e-06,2217,1.07099e+06,10870,21217.5,1628.44,106,8.98624,0.0453906
11338.6,42.0989,90.1182,90.1182,1.74383e-10,3.90672e-17,8.59479e-17,0.727332,3.42903e-06,832,783101,11115,21223.9,1732.14,76,9.12827,0.108925
16941.6,36.8621,82.4284,82.4284,1.42743e-10,2.62264e-17,5.7698e-17,0.727332,5.12348e-06,802,529262,10896.7,20422.8,2091.5,52,9.17625,0.0425369
14352.1,38.4725,84.6984,84.6984,1.51893e-10,2.98161e-17,6.55955e-17,0.727332,4.34035e-06,620,605249,10498.1,20143.3,1185.16,62,8.61962,0.0715537
23854.3,32.7206,70.0488,70.0488,1.05357e-10,1.83427e-17,4.03539e-17,0.727332,7.21402e-06,908,371023,11749.3,22274.2,1679.38,34,9.60325,0.0152901
8132.1,46.8862,120.9,120.9,2.85963e-10,5.39676e-17,1.18729e-16,0.727332,2.4593e-06,146,1.07521e+06,9674.08,18752.4,1425.44,120,8.1656,0.048625
4251.23,58.7175,168.667,168.667,5.27328e-10,1.05999e-16,2.33198e-16,0.727332,1.28565e-06,1332,2.10716e+06,11367.2,21898.1,1924.41,200,9.25115,0.0415007
6540.26,50.728,146.969,146.969,3.98669e-10,6.83508e-17,1.50372e-16,0.727332,1.9779e-06,362,1.3596e+06,10260.7,19812.9,1660.05,143,8.49144,0.0142864
14800.7,38.2723,85.5753,85.5753,1.53856e-10,2.93531e-17,6.45768e-17,0.728232,4.47602e-06,926,595176,11057.9,20837.2,1570.33,58,9.17654,0.054947
11868.1,41.4258,95.3143,95.3143,1.88158e-10,3.72229e-17,8.18905e-17,0.727332,3.58916e-06,451,748565,10762.2,20442.3,1667.93,75,8.89043,0.0647583
15123.6,38.0945,87.9593,87.9593,1.59957e-10,2.89459e-17,6.36809e-17,0.727332,4.57367e-06,3327,580692,11605.7,22449.2,1482.44,54,9.56949,0.0278069
16726.6,36.9222,86.026,86.026,1.52314e-10,2.6355e-17,5.79809e-17,0.727332,5.05845e-06,2962,527816,10715.8,20671.3,1603.72,53,8.97726,0.0203887
9012.57,45.4117,107.185,107.185,2.34928e-10,4.90346e-17,1.07876e-16,0.727332,2.72558e-06,540,982424,11150.9,21188.3,1870.96,95,9.09972,0.0725026
8854.61,46.0095,119.403,119.403,2.78033e-10,5.09968e-17,1.12193e-16,0.727332,2.67781e-06,561,1.0115e+06,10705.9,20436.6,2051.75,102,8.8947,0.0320199
21275.8,34.3263,69.4905,69.4905,1.06623e-10,2.11778e-17,4.65911e-17,0.727332,6.43422e-06,742,412072,10931.3,21750.9,1733.56,41,9.30606,0.0805261
11914.2,41.3293,94.7377,94.7377,1.86236e-10,3.69635e-17,8.13197e-17,0.727332,3.60308e-06,1994,739310,10822.3,20714.7,1561.84,74,8.66086,0.0655669
13214.1,39.7896,93.4367,93.4367,1.78983e-10,3.29844e-17,7.25658e-17,0.728232,3.99621e-06,713,662870,11168.6,21186.9,1782.72,64,9.12399,0.0371909
15374.1,37.7978,82.5851,82.5851,1.44956e-10,2.82747e-17,6.22044e-17,0.727332,4.64941e-06,908,567028,10734.7,20969.4,1197.23,57,8.98307,0.0672705
10989.7,42.4702,102.542,102.542,2.12592e-10,4.01101e-17,8.82421e-17,0.727332,3.32348e-06,732,803164,11250.9,21604.4,1684.75,77,9.17061,0.0411679
2120.91,73.7207,223.075,223.075,8.98714e-10,2.09781e-16,4.61519e-16,0.727332,6.41405e-07,1397,4.19657e+06,9163.28,17546.9,1449.56,494,7.669,0.0726721
25981.9,31.5637,67.9432,67.9432,9.88468e-11,1.64651e-17,3.62232e-17,0.728232,7.85743e-06,1481,330522,7729.54,15218.9,808.239,46,6.70555,0.0520818
6531.75,50.4322,135.194,135.194,3.50704e-10,6.71621e-17,1.47757e-16,0.727332,1.97533e-06,1178,1.35416e+06,11302.8,21539.9,1638.49,129,8.94407,0.0373103
11943.2,41.652,96.2516,96.2516,1.91461e-10,3.78362e-17,8.32397e-17,0.727332,3.61186e-06,2367,749991,10650.8,20674.9,1752.97,76,8.88898,0.063604
17056.9,36.9103,83.8774,83.8774,1.46619e-10,2.63294e-17,5.79246e-17,0.727332,5.15834e-06,482,517760,9795,19435.7,1532.6,57,8.41649,0.0433301
10163.3,43.8168,100.283,100.283,2.08838e-10,4.40474e-17,9.69043e-17,0.727332,3.07358e-06,1056,875302,7905.97,15005,1429.36,120,6.75541,0.107965
7947.57,47.2885,121.877,121.877,2.90676e-10,5.5369e-17,1.21812e-16,0.727332,2.4035e-06,1333,1.10839e+06,9112.34,17524.1,1399.67,131,7.73133,0.0557676
25262.6,32.2929,71.5329,71.5329,1.0801e-10,1.76328e-17,3.87922e-17,0.727332,7.63989e-06,490,352296,8672.45,16670.3,1221.45,44,6.56576,0.0279913
6375.3,50.9223,136.734,136.734,3.58443e-10,6.9139e-17,1.52106e-16,0.727332,1.92802e-06,461,1.38306e+06,9623.17,18437.4,1519.77,155,8.00901,0.0505141
10843.8,42.5915,105.206,105.206,2.21245e-10,4.04547e-17,8.90004e-17,0.727332,3.27939e-06,1886,812654,10062.5,19180.3,1571.13,87,8.26863,0.0412056
3750.96,60.9264,178.801,178.801,5.86282e-10,1.18417e-16,2.60518e-16,0.727332,1.13436e-06,1713,2.35772e+06,9774.9,18873.1,1591.23,260,8.34447,0.050076
55682.8,24.6316,44.9621,44.9621,4.70074e-11,7.8249e-18,1.72148e-17,0.728232,1.68396e-05,1697,157258,11379.1,21628.1,1509.07,15,8.81012,0
9996.63,43.8466,107.87,107.87,2.33061e-10,4.41375e-17,9.71025e-17,0.727332,3.02318e-06,1852,880016,10696.2,20678.1,1525.53,89,8.7657,0.0453255
6927.42,49.6148,134.027,134.027,3.43356e-10,6.39488e-17,1.40687e-16,0.727332,2.09499e-06,2083,1.27646e+06,10404.2,20167,1595.2,132,8.72176,0.0358763
6654.42,50.1076,119.955,119.955,2.92166e-10,6.58732e-17,1.44921e-16,0.727332,2.01242e-06,616,1.32206e+06,9739.55,18773.9,1410.59,146,8.13176,0.0988368
15395.2,37.83,83.0796,83.0796,1.46322e-10,2.83472e-17,6.23638e-17,0.727332,4.65582e-06,462,580635,11070.6,20622.9,1759.73,56,8.95874,0.0621238
7103.72,49.207,133.906,133.906,3.41477e-10,6.23851e-17,1.37247e-16,0.727332,2.1483e-06,1165,1.24473e+06,8335.7,16148.2,1235.52,161,6.78537,0.0477138
10412.4,43.1688,103.587,103.587,2.17616e-10,4.21221e-17,9.26687e-17,0.727332,3.1489e-06,829,843612,10300.7,19950.9,1517.32,88,8.60603,0.0570279
14040.5,39.0716,91.1446,91.1446,1.70874e-10,3.12307e-17,6.87076e-17,0.727332,4.24612e-06,2449,621919,10488.8,20387.4,1522.36,64,8.8603,0.0408918
6795.21,50.0542,129.454,129.454,3.27373e-10,6.5663e-17,1.44459e-16,0.727332,2.055e-06,1251,1.30289e+06,10821,20975.8,1754.09,130,8.88419,0.0536093
9490.81,44.4518,116.597,116.597,2.63708e-10,4.59903e-17,1.01179e-16,0.727332,2.87021e-06,2337,928138,10607.5,20274.6,1532.11,94,8.71779,0.0198262
5906.54,52.2087,137.118,137.118,3.64469e-10,7.45121e-17,1.63927e-16,0.727332,1.78625e-06,1326,1.48973e+06,10509.5,20231.6,1558.87,153,8.60523,0.0590139
5325,53.9387,140.853,140.853,3.85701e-10,8.21674e-17,1.80768e-16,0.727332,1.61038e-06,1020,1.6615e+06,10830.2,20397.3,1728.78,165,9.03993,0.0668371
8450.79,46.404,123.453,123.453,2.93549e-10,5.23196e-17,1.15103e-16,0.727332,2.55568e-06,981,1.04429e+06,10059.7,19582.4,1364.32,112,8.25882,0.0290142
3543.58,61.9464,169.59,169.59,5.46083e-10,1.24465e-16,2.73823e-16,0.727332,1.07165e-06,1590,2.50561e+06,8298.37,15823.7,1250.64,325,6.99361,0.0881328
15538.1,38.1415,87.8552,87.8552,1.59772e-10,2.90532e-17,6.3917e-17,0.727332,4.69903e-06,364,577495,11150.9,21181.5,2084.11,56,9.22968,0.0334047
13030.2,40.4586,97.1304,97.1304,1.91288e-10,3.46762e-17,7.62877e-17,0.727332,3.94058e-06,1424,692452,9075.05,17288.4,1700.06,82,7.62601,0.0502146
7017.8,49.3228,122.428,122.428,2.98878e-10,6.28266e-17,1.38219e-16,0.727332,2.12232e-06,303,1.25978e+06,10058.3,19461.5,1343.37,135,8.16513,0.0754943
6783.43,49.8483,114.612,114.612,2.72159e-10,6.48561e-17,1.42683e-16,0.727332,2.05144e-06,1276,1.30277e+06,6460.39,12429.8,926.157,217,5.72255,0.144462
8463.38,46.4159,118.35,118.35,2.75572e-10,5.23601e-17,1.15192e-16,0.727332,2.55949e-06,1260,1.05249e+06,10434.3,19569.6,1788.63,109,8.64444,0.0458713
16414.2,36.9781,86.0687,86.0687,1.52542e-10,2.64748e-17,5.82447e-17,0.727332,4.96399e-06,343,534660,7101.37,13542.4,1000.64,81,6.24857,0.0656672
13650.3,39.5856,88.918,88.918,1.65731e-10,3.24795e-17,7.14549e-17,0.727332,4.12812e-06,116,652904,11299.3,21553.6,1882.76,62,9.28978,0.0593892
9689.55,44.5095,106.135,106.135,2.29172e-10,4.61697e-17,1.01573e-16,0.727332,2.93031e-06,1060,928475,10384.4,19680.7,1810.64,96,8.54938,0.0680413
12691.3,40.5773,95.7616,95.7616,1.87533e-10,3.49824e-17,7.69613e-17,0.727332,3.83809e-06,506,705194,9686.79,18608.9,1443.06,78,7.33586,0.0545481
7011.09,49.3304,127.963,127.963,3.19399e-10,6.28554e-17,1.38282e-16,0.727332,2.12029e-06,628,1.25744e+06,8659.16,16590.5,1287.92,157,7.35043,0.0662738
9841.94,44.226,105.382,105.382,2.26015e-10,4.52931e-17,9.96449e-17,0.727332,2.97639e-06,240,902830,9746.43,18864.2,1450.25,100,7.86801,0.0719266
51190,25.3691,45.315,45.315,4.82687e-11,8.54901e-18,1.88078e-17,0.728232,1.54808e-05,2178,171316,10876.1,20430.9,2003.29,17,9.39302,0.0490501
4473.34,57.4519,155.707,155.707,4.62662e-10,9.92916e-17,2.18441e-16,0.727332,1.35282e-06,514,1.97824e+06,10366.8,20143.5,1487.03,206,8.65525,0.0659772
7233.3,48.7597,127.497,127.497,3.15814e-10,6.0699e-17,1.33538e-16,0.727332,2.18749e-06,1133,1.21671e+06,9427.59,18257.7,1281.23,139,7.65911,0.0538546
48113.1,25.6444,45.2399,45.2399,4.84093e-11,8.83031e-18,1.94267e-17,0.727332,1.45503e-05,991,178959,9655.5,18653.8,908.7,20,8.00002,0.0924299
4952.76,55.5157,166.817,166.817,5.04334e-10,8.95872e-17,1.97092e-16,0.727332,1.49781e-06,1002,1.8017e+06,10334.3,19551.6,1671.44,188,8.52753,0.0211059
16776.8,36.5834,79.0091,79.0091,1.33447e-10,2.56361e-17,5.63994e-17,0.728232,5.07362e-06,566,520837,11241.9,21014.3,1616.76,50,9.10859,0.0598858
18420.9,35.4517,81.7216,81.7216,1.38189e-10,2.33297e-17,5.13253e-17,0.728232,5.57084e-06,983,472774,9809.56,18449.2,1402.69,52,8.01594,0.0243272
10879.2,42.6633,115.019,115.019,2.53123e-10,4.06595e-17,8.94509e-17,0.727332,3.29007e-06,685,813746,10079.6,19415.6,1504.87,87,8.13097,0.000291064
4604.1,56.8421,162.727,162.727,4.9167e-10,9.61635e-17,2.1156e-16,0.727332,1.39237e-06,150,1.91761e+06,8007.24,15533.6,1206.13,258,6.84744,0.0585685
11993.9,41.2331,92.2223,92.2223,1.7866e-10,3.67059e-17,8.07529e-17,0.727332,3.62718e-06,145,740538,11558.4,21684.4,1963.51,69,9.34041,0.0729329
13678.9,39.7569,88.1362,88.1362,1.63903e-10,3.2903e-17,7.23866e-17,0.727332,4.13678e-06,314,652365,11308.8,22337.5,1661.73,62,9.29747,0.0673067
15375.1,38.0123,88.4529,88.4529,1.61131e-10,2.87589e-17,6.32696e-17,0.727332,4.64971e-06,779,577772,10544.1,19964.1,1787.2,59,8.90768,0.0334379
20108,34.6906,72.7535,72.7535,1.14825e-10,2.18591e-17,4.80901e-17,0.727332,6.08106e-06,658,442785,10794.1,19928,2137.73,44,9.10195,0.0641785
56300,24.6917,43.9026,43.9026,4.54109e-11,7.88224e-18,1.73409e-17,0.727332,1.70262e-05,186,157994,11376.9,21737.3,1708,15,9.36626,0.0274234
6577.01,50.3183,140.218,140.218,3.70013e-10,6.6708e-17,1.46758e-16,0.727332,1.98902e-06,1125,1.33109e+06,11510.7,22273.2,1620.38,125,9.30494,0.018717
11895.4,41.2857,92.6814,92.6814,1.8011e-10,3.68466e-17,8.10625e-17,0.727332,3.59739e-06,423,741200,9830.36,19022.5,1315.75,81,8.11545,0.0860861
10079,43.7582,105.249,105.249,2.24391e-10,4.3871e-17,9.65162e-17,0.727332,3.04809e-06,1453,881837,9560.14,18379.1,1451.41,99,7.97949,0.0662284
6170.58,51.4924,136.558,136.558,3.59746e-10,7.14871e-17,1.57272e-16,0.727332,1.8661e-06,947,1.43346e+06,11053.6,21088.4,1694.48,140,8.82526,0.0482545
10274.9,43.6155,105.705,105.705,2.25482e-10,4.34431e-17,9.55748e-17,0.727332,3.10734e-06,1933,857864,10424.5,20207.2,1809.35,89,8.96168,0.0529207
6559.52,50.6245,129.38,129.38,3.2895e-10,6.79331e-17,1.49453e-16,0.727332,1.98373e-06,380,1.35006e+06,9987.04,19354.7,1554.87,146,8.43954,0.0677085
11798.7,41.4022,100.995,100.995,2.05168e-10,3.71594e-17,8.17507e-17,0.728232,3.56815e-06,506,745486,9220.03,18020.7,1101.69,87,7.15762,0.0475173
8655.67,46.1133,114.73,114.73,2.62166e-10,5.13424e-17,1.12953e-16,0.727332,2.61764e-06,285,1.0281e+06,10781.1,20377.1,1866.76,103,8.85381,0.0527334
4481.49,57.1943,143.882,143.882,4.10051e-10,9.7962e-17,2.15516e-16,0.727332,1.35529e-06,1217,1.96833e+06,8927.88,16868.5,1459.5,238,7.44705,0.106431
17552.1,36.3071,79.9305,79.9305,1.35274e-10,2.50597e-17,5.51313e-17,0.727332,5.30808e-06,2274,504230,10433.5,19935.9,1565.94,52,8.61683,0.0522109
4521.12,56.9884,150.448,150.448,4.37648e-10,9.69078e-17,2.13197e-16,0.727332,1.36727e-06,919,1.95405e+06,8691.77,16392.7,1427.42,242,7.27118,0.0865479
7345.93,48.5036,125.219,125.219,3.06578e-10,5.97478e-17,1.31445e-16,0.727332,2.22155e-06,1312,1.20021e+06,10760.4,20608.5,1638.61,120,8.88705,0.0480864
19019.1,35.1864,76.1883,76.1883,1.23928e-10,2.28099e-17,5.01817e-17,0.727332,5.75175e-06,919,463374,10608.5,20092.1,1394.96,47,8.76255,0.0508457
6232.51,51.3733,145.823,145.823,3.96514e-10,7.09922e-17,1.56183e-16,0.727332,1.88483e-06,1640,1.40893e+06,10716.6,20823.5,1668.14,142,8.90614,0.0215606
14775.2,38.8776,91.0522,91.0522,1.7019e-10,3.07678e-17,6.76891e-17,0.728232,4.4683e-06,1499,603774,9340.3,18271.5,1635.1,70,7.91374,0.0480123
11930,41.4516,94.4759,94.4759,1.85739e-10,3.72926e-17,8.20436e-17,0.727332,3.60786e-06,560,746275,10723.6,20429.1,1816.44,75,9.15787,0.0701248
21828.9,33.9304,75.1252,75.1252,1.19158e-10,2.04533e-17,4.49974e-17,0.728232,6.60149e-06,1677,404500,9960.91,19257.4,1654.82,44,8.51335,0.0282851
7342.44,48.4751,111.594,111.594,2.57851e-10,5.96426e-17,1.31214e-16,0.727332,2.2205e-06,619,1.19761e+06,7267.39,14180.3,914.379,177,6.21562,0.131639
11262.1,42.0801,98.7476,98.7476,1.99976e-10,3.90148e-17,8.58326e-17,0.727332,3.40588e-06,1359,775741,11169.8,21679.1,1692.81,75,9.10695,0.0538136
13483.3,39.7592,87.6049,87.6049,1.62428e-10,3.29087e-17,7.23992e-17,0.727332,4.0776e-06,1295,661551,10750.9,20382,1923.45,66,8.96987,0.0774678
35673.3,28.6494,55.1146,55.1146,6.88029e-11,1.23124e-17,2.70874e-17,0.728232,1.07883e-05,440,247269,10254,19222.9,1881.73,26,8.42581,0.0561907
9787.23,44.38,104.312,104.312,2.22971e-10,4.5768e-17,1.0069e-16,0.727332,2.95985e-06,1043,906246,10766.8,20924.3,1724.21,91,8.926,0.0709611
23984.6,32.8149,70.9146,70.9146,1.0747e-10,1.85018e-17,4.07039e-17,0.727332,7.25342e-06,1277,366150,10688.8,21111.1,1451.35,37,8.91513,0.0209703
6950.78,49.4537,131.633,131.633,3.33655e-10,6.33278e-17,1.39321e-16,0.727332,2.10205e-06,1120,1.27258e+06,10072.4,19235.3,1553.63,136,8.50892,0.0444678
21841,33.7385,70.0353,70.0353,1.06952e-10,2.01084e-17,4.42385e-17,0.728232,6.60515e-06,1455,404477,9480.3,17823.5,1638.43,46,8.21198,0.0766637
75314.1,22.5149,34.1876,34.1876,2.9798e-11,5.976e-18,1.31472e-17,0.729669,2.27764e-05,144,119898,6871.47,12464.4,1434.42,19,6.14963,0.255403
9751.13,44.6646,106.647,106.647,2.31235e-10,4.66542e-17,1.02639e-16,0.727332,2.94893e-06,1004,919075,11306.3,21773.5,2155.2,88,9.36329,0.0596146
3662.87,61.2835,183.674,183.674,6.12202e-10,1.20512e-16,2.65126e-16,0.727332,1.10772e-06,364,2.41525e+06,10630.5,20379,1600.64,245,8.72307,0.0391744
36431.1,28.7276,49.4605,49.4605,5.85715e-11,1.24136e-17,2.73099e-17,0.728232,1.10175e-05,1022,248683,5691.47,10775.6,1043.89,47,5.02983,0.229011
4826.09,55.9455,166.91,166.91,5.06704e-10,9.16845e-17,2.01706e-16,0.727332,1.4595e-06,1097,1.82905e+06,9904.58,19223,1458.86,199,8.25846,0.0274786
22245.5,33.6295,72.8433,72.8433,1.13265e-10,1.99141e-17,4.3811e-17,0.727332,6.72748e-06,824,404312,10328.5,19498.1,1545.76,42,8.50771,0.0365031
7212.52,48.6876,130.505,130.505,3.26813e-10,6.04301e-17,1.32946e-16,0.727332,2.18121e-06,1098,1.22305e+06,7432.31,14196.1,973.864,177,6.42556,0.0605486
31269,30.2856,62.676,62.676,8.57868e-11,1.45448e-17,3.19986e-17,0.727332,9.45635e-06,510,285212,10649.8,20764.3,1958.93,29,9.18526,0.015428
5810.89,52.7719,153.778,153.778,4.35206e-10,7.69498e-17,1.6929e-16,0.727332,1.75733e-06,679,1.52478e+06,9055.77,17566.3,1464.16,182,7.60399,0.0298359
8540.94,46.2296,114.151,114.151,2.60514e-10,5.1732e-17,1.1381e-16,0.727332,2.58294e-06,1751,1.03776e+06,10258.8,19577.5,1621.92,109,8.60667,0.0611935
16839.9,36.9632,87.3527,87.3527,1.55937e-10,2.64429e-17,5.81743e-17,0.727332,5.09271e-06,1359,520870,10647.2,20913.4,1618.4,53,9.09145,0.0123158
10288.6,43.5302,106.778,106.778,2.28702e-10,4.31887e-17,9.50151e-17,0.727332,3.11147e-06,1283,863206,10024.9,19064.3,1695.47,93,8.51768,0.050781
58192.4,24.5716,44.8525,44.8525,4.67785e-11,7.76782e-18,1.70892e-17,0.727332,1.75985e-05,1179,153652,11065.3,20956.7,2362.8,15,9.00903,0
8276.02,46.5354,125.925,125.925,3.02837e-10,5.27654e-17,1.16084e-16,0.727332,2.50283e-06,1439,1.06301e+06,9529.77,18092.9,1503.67,120,7.94008,0.0274822
9505.27,44.504,106.788,106.788,2.31279e-10,4.61527e-17,1.01536e-16,0.727332,2.87458e-06,1263,927895,8350.82,15963.5,1159.89,120,6.95837,0.0831557
5983.7,52.2126,139.343,139.343,3.73394e-10,7.4529e-17,1.63964e-16,0.727332,1.80959e-06,1039,1.50154e+06,10907.3,20592.9,1853.14,148,8.8277,0.0497156
49491.4,25.5846,41.8465,41.8465,4.30158e-11,8.76865e-18,1.9291e-17,0.727332,1.49671e-05,26,177176,10605.3,20195.1,1445.94,18,8.78213,0.156013
3703.62,61.0806,175.81,175.81,5.72357e-10,1.19319e-16,2.62501e-16,0.727332,1.12005e-06,1474,2.38379e+06,10235.1,19705,1601.08,251,8.47142,0.0549653
7715.94,47.5422,119.09,119.09,2.81514e-10,5.6265e-17,1.23783e-16,0.727332,2.33345e-06,1100,1.13554e+06,10815.6,20675.4,1486.29,113,8.76144,0.0572317
6303.45,51.1467,136.983,136.983,3.60212e-10,7.0057e-17,1.54125e-16,0.727332,1.90629e-06,378,1.41741e+06,10541.1,19953.6,1729.33,144,8.55807,0.0461774
3612.97,61.9419,182.309,182.309,6.08633e-10,1.24438e-16,2.73763e-16,0.727332,1.09263e-06,304,2.47162e+06,8742.74,16901.8,1452.35,305,7.45359,0.0581192
6160.4,51.6309,131.46,131.46,3.40249e-10,7.20657e-17,1.58545e-16,0.727332,1.86302e-06,990,1.44502e+06,10729.2,20396.4,1820.05,145,8.84058,0.068904
14962.8,38.3918,87.3143,87.3143,1.58817e-10,2.96288e-17,6.51834e-17,0.727332,4.52503e-06,411,590234,10814,20537.3,1951.15,59,9.04445,0.0466798
10533.3,43.5041,112.97,112.97,2.48805e-10,4.31113e-17,9.48449e-17,0.727332,3.18547e-06,418,843112,10850.4,21581.4,1769.24,84,9.1409,0.0137865
6066.51,52.0126,144.071,144.071,3.91803e-10,7.36758e-17,1.62087e-16,0.727332,1.83463e-06,1405,1.47404e+06,10390.7,19735.6,1795.9,153,8.72342,0.0368379
4865.69,55.7423,159.449,159.449,4.72253e-10,9.06889e-17,1.99516e-16,0.727332,1.47148e-06,460,1.82261e+06,10954.6,20847.1,1774.89,179,9.02698,0.0355754
7181.41,49.0551,119.548,119.548,2.87612e-10,6.18089e-17,1.35979e-16,0.727332,2.1718e-06,559,1.22768e+06,10301.3,19903.2,1598.47,129,8.60417,0.0809642
3111.97,64.761,197.536,197.536,7.01902e-10,1.42213e-16,3.12869e-16,0.727332,9.41121e-07,1471,2.84996e+06,10604.9,20295.6,1737.04,289,8.73792,0.0429617
17312.8,36.488,71.5572,71.5572,1.1487e-10,2.5436e-17,5.59592e-17,0.727332,5.23571e-06,973,504492,6512.05,12872.1,731.107,84,5.72514,0.175963
10948.6,42.3582,107.37,107.37,2.27479e-10,3.97936e-17,8.75459e-17,0.727332,3.31108e-06,1182,807922,10210.8,19280.3,1478.56,85,8.383,0.0263461
7657.03,47.7665,116.721,116.721,2.73801e-10,5.70649e-17,1.25543e-16,0.727332,2.31563e-06,1684,1.14851e+06,10315.6,19682.3,1502.43,120,8.44257,0.0740721
3447.07,62.6434,192.095,192.095,6.62008e-10,1.28714e-16,2.8317e-16,0.727332,1.04246e-06,1083,2.58035e+06,9057.17,17321.4,1416.45,307,7.53021,0.0445994
7428.69,48.4023,124.689,124.689,3.04318e-10,5.9374e-17,1.30623e-16,0.727332,2.24658e-06,1608,1.19215e+06,8133.44,15628.8,1146.44,158,6.70626,0.0697875
8220.53,46.9847,123.143,123.143,2.94267e-10,5.43084e-17,1.19479e-16,0.727332,2.48605e-06,771,1.0836e+06,10903.5,20885.1,1894.63,107,9.02888,0.0317215
